listing_id,date
201241,2016-08-07
201241,2016-08-10
201241,2016-08-14
201241,2016-08-15
201241,2016-08-19
201241,2016-08-21
201241,2016-08-22
201241,2016-08-30
201241,2016-09-02
201241,2016-12-04
201241,2016-12-17
201241,2016-12-31
201241,2017-01-03
201241,2017-01-10
201241,2017-01-21
206221,2011-11-30
206221,2011-12-16
206221,2012-02-02
206221,2012-04-25
206221,2012-05-02
206221,2012-06-05
206221,2012-06-11
206221,2012-06-18
206221,2012-06-25
206221,2012-08-14
206221,2012-08-22
206221,2012-09-03
206221,2012-09-11
206221,2012-11-07
206221,2012-11-27
206221,2013-08-08
206221,2013-09-13
206221,2013-10-08
206221,2014-05-04
206221,2014-05-12
206221,2014-05-28
206221,2014-06-15
206221,2014-08-21
206221,2014-08-29
206221,2014-09-23
206221,2014-09-27
206221,2014-10-21
206221,2015-06-19
206221,2015-08-12
206221,2015-09-11
206221,2015-09-17
206221,2015-10-05
206221,2015-10-13
206221,2015-10-18
206221,2015-11-16
206221,2016-01-25
206221,2016-02-14
206221,2016-05-15
206221,2016-05-28
206221,2016-06-07
206221,2016-06-28
206221,2016-08-25
206221,2016-08-29
206221,2016-09-05
206221,2017-04-30
206221,2017-05-08
206221,2017-05-15
206221,2017-05-21
206221,2017-06-01
206221,2017-06-14
206221,2017-08-19
206221,2017-08-25
206221,2017-08-30
206221,2017-09-05
206221,2017-09-16
206221,2017-10-23
206221,2018-02-04
206221,2018-03-12
206221,2018-05-14
206221,2018-06-02
206221,2018-06-05
206221,2018-07-04
206221,2018-08-03
206221,2018-08-28
206221,2018-09-03
206221,2018-09-10
206221,2018-10-16
206221,2018-10-22
208662,2011-09-26
208662,2011-11-05
208662,2011-11-07
208662,2011-11-12
208662,2011-12-31
208662,2012-02-23
208662,2012-03-12
208662,2012-04-20
208662,2012-05-27
208662,2012-06-30
208662,2013-04-05
208662,2013-06-24
208662,2013-09-08
208662,2014-04-01
208662,2014-06-01
208662,2014-08-19
208662,2014-08-28
208662,2014-09-15
208662,2014-10-14
208662,2014-11-30
208662,2015-04-28
208662,2015-05-07
208662,2015-06-04
208662,2015-06-25
208662,2015-08-19
208662,2015-09-28
208662,2016-02-15
208662,2016-05-01
208662,2016-07-30
208662,2016-08-08
208662,2016-08-28
208662,2016-09-01
208662,2017-01-01
208662,2017-05-11
208662,2017-05-24
208662,2017-05-25
208662,2017-06-05
208662,2017-07-24
208662,2017-07-29
208662,2017-08-23
208662,2017-08-24
208662,2017-08-31
208662,2017-09-03
208662,2017-10-20
208662,2017-12-30
208662,2018-01-04
208662,2018-06-02
208662,2018-06-17
208662,2018-07-15
208662,2018-08-17
220851,2011-09-29
220851,2011-10-16
220851,2012-05-08
220851,2012-06-03
220851,2012-06-18
220851,2012-08-27
220851,2014-04-29
220851,2014-06-02
220851,2014-09-01
220851,2015-01-04
220851,2015-02-05
220851,2015-04-30
220851,2015-08-31
220851,2015-09-07
220851,2015-10-06
220851,2015-11-15
220851,2016-02-12
220851,2016-03-15
220851,2016-05-07
220851,2016-05-15
220851,2016-05-22
220851,2016-05-27
220851,2016-06-13
220851,2016-08-26
220851,2016-09-01
220851,2016-09-08
220851,2016-09-22
220851,2017-05-01
220851,2017-05-07
220851,2017-08-16
220851,2017-08-21
220851,2017-08-28
220851,2017-08-31
220851,2017-09-08
220851,2017-09-24
220851,2018-11-19
242188,2012-02-13
242188,2012-02-23
242188,2012-02-28
242188,2012-05-08
242188,2012-05-12
242188,2012-05-19
242188,2012-05-30
242188,2012-06-05
242188,2012-06-14
242188,2012-06-22
242188,2012-06-28
242188,2012-07-09
242188,2012-08-13
242188,2012-08-21
242188,2012-08-25
242188,2012-09-14
242188,2012-09-17
242188,2012-09-23
242188,2012-09-26
242188,2012-09-30
242188,2012-10-19
242188,2012-11-04
242188,2012-12-02
242188,2013-02-11
242188,2013-04-25
242188,2013-05-10
242188,2013-05-14
242188,2013-06-06
242188,2013-06-16
242188,2013-06-18
242188,2013-06-26
242188,2013-08-04
242188,2013-08-06
242188,2013-08-15
242188,2013-09-16
242188,2013-09-24
242188,2013-09-28
242188,2013-10-06
242188,2013-10-14
242188,2013-10-20
242188,2014-03-11
242188,2014-04-20
242188,2014-05-27
242188,2014-06-05
242188,2014-06-26
242188,2014-06-29
242188,2014-07-02
242188,2014-07-12
242188,2014-07-28
242188,2014-11-01
242188,2014-11-18
242188,2015-02-08
242188,2015-03-17
242188,2015-04-04
242188,2015-05-19
242188,2015-05-30
242188,2015-06-08
242188,2015-06-30
242188,2015-07-03
242188,2015-07-09
242188,2015-07-13
242188,2015-07-17
242188,2015-07-29
242188,2015-08-02
242188,2015-08-10
242188,2015-08-21
242188,2015-08-25
242188,2015-08-27
242188,2015-08-30
242188,2015-09-01
242188,2015-09-04
242188,2015-09-12
242188,2015-09-15
242188,2015-09-17
242188,2015-09-19
242188,2015-09-25
242188,2015-09-28
242188,2015-10-03
242188,2015-10-05
242188,2015-10-08
242188,2015-10-13
242188,2015-10-17
242188,2015-10-20
242188,2015-10-24
242188,2015-10-30
242188,2015-11-05
242188,2015-11-09
242188,2015-11-25
242188,2015-12-05
242188,2015-12-07
242188,2015-12-12
242188,2015-12-15
242188,2015-12-19
242188,2015-12-22
242188,2016-01-05
242188,2016-01-06
242188,2016-01-12
242188,2016-01-16
242188,2016-01-19
242188,2016-01-24
242188,2016-01-27
242188,2016-01-29
242188,2016-01-31
242188,2016-02-03
242188,2016-02-09
242188,2016-02-13
242188,2016-02-20
242188,2016-02-22
242188,2016-02-28
242188,2016-03-05
242188,2016-03-08
242188,2016-03-10
242188,2016-03-12
242188,2016-03-16
242188,2016-03-24
242188,2016-05-03
242188,2016-05-06
242188,2016-05-15
242188,2016-05-19
242188,2016-05-22
242188,2016-05-26
242188,2016-05-28
242188,2016-05-31
242188,2016-06-02
242188,2016-06-05
242188,2016-07-01
242188,2016-07-15
242188,2016-08-01
242188,2016-08-04
242188,2016-08-07
242188,2016-08-16
242188,2016-08-25
242188,2016-08-29
242188,2016-09-02
242188,2016-09-06
242188,2016-09-09
242188,2016-09-12
242188,2016-09-17
242188,2016-09-24
242188,2016-09-27
242188,2016-09-29
242188,2016-10-04
242188,2016-10-11
242188,2016-10-14
242188,2016-10-20
242188,2016-10-24
242188,2016-10-29
242188,2016-11-14
242188,2016-11-21
242188,2016-11-24
242188,2016-11-27
242188,2016-12-01
242188,2016-12-11
242188,2016-12-16
242188,2016-12-18
242188,2017-01-13
242188,2017-02-11
242188,2017-02-15
242188,2017-02-18
242188,2017-03-12
242188,2017-03-18
242188,2017-03-24
242188,2017-03-29
242188,2017-04-02
242188,2017-04-04
242188,2017-04-10
242188,2017-04-13
242188,2017-04-21
242188,2017-04-26
242188,2017-05-01
242188,2017-05-05
242188,2017-05-07
242188,2017-05-20
242188,2017-05-23
242188,2017-05-28
242188,2017-06-02
242188,2017-06-08
242188,2017-06-14
242188,2017-06-18
242188,2017-06-23
242188,2017-07-01
242188,2017-07-03
242188,2017-07-09
242188,2017-07-13
242188,2017-07-20
242188,2017-07-25
242188,2017-08-09
242188,2017-08-13
242188,2017-08-18
242188,2017-08-21
242188,2017-08-23
242188,2017-08-27
242188,2017-09-02
242188,2017-09-07
242188,2017-09-12
242188,2017-09-15
242188,2017-09-19
242188,2017-09-22
242188,2017-09-25
242188,2017-09-29
242188,2017-10-02
242188,2017-10-06
242188,2017-10-10
242188,2017-10-15
242188,2017-10-21
242188,2017-10-27
242188,2017-10-30
242188,2017-11-01
242188,2017-11-05
242188,2017-11-12
242188,2017-11-26
242188,2017-11-29
242188,2017-12-03
242188,2017-12-07
242188,2017-12-09
242188,2017-12-15
242188,2017-12-18
242188,2018-02-12
242188,2018-02-17
242188,2018-02-19
242188,2018-03-04
242188,2018-03-11
242188,2018-03-22
242188,2018-03-28
242188,2018-03-30
242188,2018-04-14
242188,2018-04-29
242188,2018-05-07
242188,2018-05-22
242188,2018-05-24
242188,2018-06-14
242188,2018-06-19
242188,2018-06-25
242188,2018-06-27
242188,2018-07-01
242188,2018-07-06
242188,2018-07-09
242188,2018-07-13
242188,2018-07-15
242188,2018-07-20
242188,2018-08-09
242188,2018-08-14
242188,2018-08-16
242188,2018-08-24
242188,2018-08-28
242188,2018-10-27
242188,2018-11-01
242188,2018-11-09
242871,2012-05-09
242871,2012-06-05
242871,2012-06-09
242871,2012-06-15
242871,2012-06-16
242871,2012-08-21
242871,2012-09-03
242871,2014-05-23
242871,2014-06-15
242871,2015-06-11
242871,2015-06-16
242871,2015-06-18
242871,2015-09-11
242871,2016-04-08
242871,2016-08-27
242871,2016-10-01
242871,2016-10-29
242871,2017-02-24
242871,2017-04-15
242871,2017-04-29
242871,2017-05-28
242871,2017-06-12
242871,2017-08-20
242871,2018-09-09
259025,2011-11-23
259025,2011-12-22
259025,2012-01-02
259025,2012-01-31
259025,2012-02-19
259025,2012-03-20
259025,2012-04-01
259025,2012-04-06
259025,2012-04-21
259025,2012-05-10
259025,2012-05-16
259025,2012-05-30
259025,2012-06-04
259025,2012-06-12
259025,2012-06-18
259025,2012-06-30
259025,2012-07-05
259025,2012-07-14
259025,2012-07-22
259025,2012-07-26
259025,2012-08-21
259025,2012-10-15
259025,2012-10-29
259025,2012-11-19
259025,2012-11-26
259025,2012-12-27
259025,2013-01-15
259025,2013-05-06
259025,2013-05-29
259025,2013-06-07
259025,2013-06-22
259025,2013-07-01
259025,2013-07-07
259025,2013-07-15
259025,2013-07-18
259025,2013-07-30
259025,2013-08-08
259025,2013-08-11
259025,2013-08-21
259025,2013-08-26
259025,2013-09-07
259025,2013-09-19
259025,2013-10-14
259025,2013-12-09
259025,2014-02-15
259025,2014-05-12
259025,2014-07-03
259025,2014-07-07
259025,2014-07-14
259025,2014-07-23
259025,2014-08-24
259025,2014-08-28
259025,2014-09-03
259025,2015-05-04
259025,2015-05-19
259025,2015-05-27
259025,2015-06-15
259025,2015-06-17
259025,2015-07-16
259025,2015-11-08
259722,2012-03-01
259722,2012-04-03
259722,2012-05-03
259722,2012-07-01
259722,2012-08-22
259722,2012-09-30
259722,2013-05-27
259722,2013-06-03
259722,2013-08-04
259722,2014-06-01
259722,2014-06-17
259722,2014-09-04
259722,2015-01-01
259722,2015-04-14
259722,2015-05-14
259722,2016-09-25
259722,2016-09-30
259722,2017-01-02
259722,2017-04-14
259722,2018-06-09
259722,2018-09-14
273906,2012-07-19
273906,2013-01-01
273906,2013-08-03
273906,2015-05-15
273906,2016-06-14
273906,2016-09-12
273906,2017-07-31
273906,2018-07-07
274876,2012-04-29
274876,2012-05-24
274876,2012-06-24
274876,2012-07-29
274876,2012-08-15
274876,2012-08-22
274876,2012-08-28
274876,2012-09-17
274876,2013-01-03
274876,2013-04-25
274876,2013-04-29
274876,2013-05-13
274876,2013-05-26
274876,2013-06-06
274876,2013-07-01
274876,2013-07-06
274876,2013-07-15
274876,2013-07-24
274876,2013-08-06
274876,2013-08-20
274876,2013-08-24
274876,2013-08-31
274876,2013-09-16
274876,2013-12-28
274876,2014-01-02
274876,2014-02-10
274876,2014-02-14
274876,2014-04-27
274876,2014-06-03
274876,2014-06-24
274876,2014-07-01
274876,2014-07-08
274876,2014-07-17
274876,2014-07-23
274876,2014-08-27
274876,2014-09-05
274876,2014-10-06
274876,2014-12-02
274876,2015-02-09
274876,2015-05-03
274876,2015-06-17
274876,2015-06-24
274876,2015-07-06
274876,2015-07-13
274876,2015-07-21
274876,2015-08-04
274876,2015-08-10
274876,2015-08-16
274876,2015-08-31
274876,2015-09-12
274876,2015-09-14
274876,2016-07-05
274876,2016-07-09
274876,2016-08-09
274876,2016-08-29
274876,2016-09-01
274876,2016-09-06
274876,2016-10-02
274876,2016-12-29
274876,2017-05-29
274876,2017-06-05
274876,2017-06-28
274876,2017-07-06
274876,2017-07-28
274876,2017-08-03
274876,2017-08-09
274876,2017-08-13
274876,2017-08-19
274876,2017-09-05
274876,2017-10-01
274876,2017-12-04
274876,2018-03-26
274876,2018-05-12
274876,2018-05-27
274876,2018-06-13
274876,2018-06-17
274876,2018-06-22
274876,2018-06-27
274876,2018-07-08
274876,2018-07-15
274876,2018-07-24
274876,2018-07-28
274876,2018-08-04
274876,2018-08-08
274876,2018-08-15
274876,2018-08-23
274876,2018-08-28
274876,2018-09-02
274876,2018-09-09
274876,2018-09-17
274876,2018-09-30
278311,2011-12-16
278311,2012-03-04
278311,2012-05-28
278311,2012-06-03
278311,2012-06-08
278311,2012-07-09
278311,2012-07-21
278311,2012-07-26
278311,2012-08-21
278311,2012-08-28
278311,2012-09-04
278311,2012-09-25
278311,2012-10-08
278311,2012-10-20
278311,2012-11-18
278311,2012-12-25
278311,2013-01-05
278311,2013-03-04
278311,2013-03-23
278311,2013-03-26
278311,2013-04-07
278311,2013-04-12
278311,2013-04-22
278311,2013-05-05
278311,2013-05-09
278311,2013-06-04
278311,2013-06-26
278311,2013-07-09
278311,2013-07-14
278311,2013-08-20
278311,2013-09-13
278311,2013-09-29
278311,2013-10-09
278311,2013-10-20
278311,2013-11-18
278311,2014-06-17
278311,2014-08-18
278311,2014-09-05
278311,2015-06-16
278311,2015-07-29
278311,2016-03-16
278311,2016-03-20
278311,2016-04-09
278311,2017-05-26
278311,2018-07-18
278311,2018-07-21
278311,2018-08-19
278311,2018-09-23
278311,2018-09-30
283446,2012-07-03
283446,2012-07-05
283446,2012-07-12
283446,2012-07-18
283446,2012-07-23
283446,2012-08-21
283446,2012-08-24
283446,2012-08-27
283446,2012-09-10
283446,2012-09-14
283446,2012-09-17
283446,2012-09-25
283446,2012-09-28
283446,2012-10-02
283446,2012-10-06
283446,2012-10-15
283446,2012-10-21
283446,2012-10-24
283446,2012-10-29
283446,2012-11-02
283446,2012-11-05
283446,2012-11-07
283446,2012-11-21
283446,2012-11-30
283446,2012-12-24
283446,2012-12-30
283446,2013-06-16
283446,2013-08-03
283446,2013-08-04
283446,2013-08-10
283446,2013-08-11
283446,2013-08-17
283446,2013-08-21
283446,2013-08-27
283446,2013-08-30
283446,2014-09-05
283446,2014-09-07
283446,2014-09-09
283446,2014-09-16
283446,2014-10-25
283446,2014-11-03
283446,2014-11-11
283446,2014-11-16
283446,2014-11-18
283446,2014-11-24
283446,2014-11-26
283446,2014-11-30
283446,2015-01-25
283446,2015-04-30
283446,2015-05-02
283446,2015-05-16
283446,2015-05-21
283446,2015-05-23
283446,2015-05-25
283446,2015-05-27
283446,2015-06-01
283446,2015-06-05
283446,2015-06-07
283446,2015-06-09
283446,2015-06-11
283446,2015-06-14
283446,2015-06-19
283446,2015-06-27
283446,2015-07-05
283446,2015-07-09
283446,2015-07-19
283446,2015-08-08
283446,2015-08-13
283446,2015-08-15
283446,2015-08-18
283446,2015-08-19
283446,2015-08-20
283446,2015-08-23
283446,2015-08-26
283446,2015-09-08
283446,2015-09-09
283446,2015-09-16
283446,2016-02-01
283446,2016-05-07
283446,2016-06-15
283446,2016-06-18
283446,2016-06-20
283446,2016-06-27
283446,2016-07-01
283446,2016-07-03
283446,2016-07-05
283446,2016-07-10
283446,2016-07-10
283446,2016-07-22
283446,2016-07-26
283446,2016-07-30
283446,2016-08-01
283446,2016-08-05
283446,2016-08-08
283446,2016-08-19
283446,2016-08-28
283446,2016-08-31
283446,2017-05-26
283446,2017-05-28
283446,2017-05-31
283446,2017-10-03
283446,2017-10-08
283446,2018-09-05
283446,2018-10-28
295833,2012-02-23
295833,2012-02-26
295833,2012-03-06
295833,2012-11-08
295833,2013-07-03
295833,2013-08-24
295833,2013-10-29
295833,2013-11-04
295833,2013-11-11
295833,2014-04-16
295833,2014-09-08
295833,2014-10-19
295833,2015-03-07
295833,2015-09-07
295833,2015-10-03
295833,2015-11-22
295833,2016-04-02
295833,2016-08-23
295833,2016-08-26
295833,2016-09-29
295833,2016-11-27
295833,2016-12-04
295833,2017-03-13
295833,2017-04-08
295833,2017-04-29
295833,2017-06-29
295833,2017-07-24
295833,2017-08-03
295833,2017-09-11
295833,2017-10-01
295833,2017-10-22
295833,2017-10-25
295833,2017-11-02
295833,2017-11-12
295833,2017-11-27
295833,2017-12-18
295833,2018-01-15
295833,2018-02-07
295833,2018-03-04
295833,2018-03-26
295833,2018-04-13
295833,2018-04-16
295833,2018-04-24
295833,2018-05-07
295833,2018-05-24
295833,2018-06-03
295833,2018-06-08
295833,2018-06-21
295833,2018-07-16
295833,2018-08-10
295833,2018-08-22
295833,2018-08-25
295833,2018-09-17
295833,2018-09-25
295833,2018-10-09
295833,2018-11-04
296857,2012-03-11
296857,2012-03-13
296857,2012-04-09
296857,2012-04-23
296857,2012-05-22
296857,2012-05-31
296857,2012-06-15
296857,2012-07-02
296857,2012-08-06
296857,2012-09-09
296857,2012-09-14
296857,2012-10-09
296857,2012-11-26
296857,2012-12-03
296857,2013-03-14
296857,2013-03-28
296857,2013-04-04
296857,2013-05-27
296857,2013-09-05
296857,2013-10-14
296857,2013-11-18
296857,2013-12-14
296857,2014-06-21
296857,2014-10-09
296857,2014-11-10
296857,2014-12-09
296857,2015-03-30
296857,2015-04-05
296857,2015-05-22
296857,2015-06-14
296857,2015-08-15
296857,2015-09-16
296857,2015-10-26
296857,2015-11-11
296857,2016-03-23
296857,2016-06-03
296857,2016-07-26
296857,2016-09-10
296857,2016-11-06
296857,2016-11-14
296857,2017-06-08
296857,2017-06-21
296857,2017-09-08
296857,2017-09-26
