id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
35664,Flat inner city Stockholm Sodermalm,153339,Dag,,Södermalms,59.31758670846345,18.02719899860419,Entire home/apt,1027,3,31,2016-08-31,0.40,1,363
42808,Quiet room right DOWNTOWN Stockholm,186922,Nina,,Norrmalms,59.34341676455758,18.052976871929584,Private room,783,1,59,2018-09-27,0.59,1,365
53895,Modern Architecture in Stockholm,252075,Eva,,Skarpnäcks,59.270535095097706,18.11230513821318,Private room,1027,3,7,2017-05-28,0.07,1,0
145320,In the middle of it all - with a view!,703851,Kim,,Södermalms,59.313635885356,18.05255947973872,Private room,1225,2,54,2018-11-17,3.00,1,41
155685,Hornstull with water view!,748592,Robert,,Södermalms,59.31534580890994,18.03277434115707,Entire home/apt,3089,4,22,2015-12-01,0.25,1,88
164448,Double room in central Stockholm with Wi-Fi,784312,Li,,Södermalms,59.31268294099721,18.062578886169565,Private room,603,3,252,2018-10-24,2.83,2,151
170651,Petit Charm Rooftop next to heaven,814021,Marie,,Södermalms,59.31567961455027,18.031384733684085,Entire home/apt,711,3,26,2018-09-22,0.29,1,288
189520,Cozy room near Älvsjö Exhibition,914316,Ea,,Enskede-Årsta-Vantörs,59.26412595969489,18.02236381862121,Private room,504,1,19,2017-05-25,0.22,11,364
198592,2 room apartment in Södermalm,969565,Cenk,,Södermalms,59.30730525382882,18.08142338778124,Entire home/apt,1198,1,0,,,1,0
201241,Bedroom acces bathroom and kitchen,983621,Jc,,Farsta,59.25797433526253,18.088777138294382,Private room,252,36,69,2017-01-21,0.85,1,292
206221,Doubleroom at Södermalm &trendySofo,1022374,Elisabeth,,Södermalms,59.312259186389056,18.079424254737354,Shared room,648,3,68,2018-10-22,0.80,1,338
208662,"Central, large and 3 balconies",1027549,William,,Kungsholmens,59.334814104329425,18.03018491122974,Private room,900,1,50,2018-08-17,0.57,12,0
220233,Central apartment perfect for two,1137208,Martina,,Norrmalms,59.33948126422573,18.03550502476374,Entire home/apt,882,3,0,,,1,0
220851,One room in appartement,412283,Fredric,,Kungsholmens,59.33375986902346,18.038162546861788,Private room,504,3,36,2018-11-19,0.41,2,361
242188,Single room in central Stockholm with Wi-Fi,784312,Li,,Södermalms,59.31346816395951,18.061058086398,Private room,558,2,248,2018-11-09,3.01,2,151
242871,Large apartment (room) with separate bathrooms,1027549,William,,Kungsholmens,59.336763431272196,18.031220032796856,Private room,900,1,24,2018-09-09,0.30,12,0
259025,sufficient large room Stockholm nr1,1361093,Ali,,Rinkeby-Tensta,59.386819673292734,17.922764164807283,Private room,180,60,60,2015-11-08,0.70,2,317
259722,Near shopping-IT Business(Bunk bed),1261494,Marcelo,,Rinkeby-Tensta,59.41002938243884,17.936604073699336,Private room,234,21,21,2018-09-14,0.26,1,323
273906,Penthouse in central Stockholm,1432722,Rodrigo,,Södermalms,59.30414306796505,18.10679522735455,Entire home/apt,1801,6,8,2018-07-07,0.10,1,21
274876,Designer apartment innercity Sthlm,1437153,Emma,,Södermalms,59.31849000418968,18.09536385688699,Entire home/apt,3035,3,91,2018-09-30,1.14,1,349
278311,Entire apt (some weeks this summer),1452838,Linnéa,,Farsta,59.245338353250155,18.08728553534048,Entire home/apt,414,1,49,2018-09-30,0.58,1,364
283446,Comfort Stay @ Kista - Super Value!,1476562,Vidhatri,,Rinkeby-Tensta,59.41533315285253,17.914648436033225,Private room,297,2,104,2018-10-28,1.34,1,18
295833,"2 nice and quit b&b rooms, in central Stockholm",1527146,Max,,Södermalms,59.31431727493657,18.066128602890345,Private room,1297,3,56,2018-11-04,0.68,3,299
296857,"A nice B&B room, central Stockholm",1527146,Max,,Södermalms,59.3146405301356,18.067616965835985,Private room,702,4,57,2018-10-15,0.70,3,297
299154,Cosy apartment central at Sodermalm,1541953,Daniel,,Södermalms,59.317666771761914,18.071374294358378,Entire home/apt,1000,2,422,2018-11-18,6.38,1,240
301680,one cosy double room for rent,1554143,Anitta,,Älvsjö,59.27778233953858,17.992263324062208,Private room,747,1,34,2018-07-16,0.44,2,364
302496,"Spacious, bright, unique apartment",1557657,Seta,,Norrmalms,59.34517820897217,18.06044176989631,Entire home/apt,2404,7,48,2018-09-29,0.61,1,322
313195,"Design, style & vintage by Odenplan",956221,David,,Norrmalms,59.34763046007353,18.050151422229657,Entire home/apt,864,3,45,2017-08-13,0.59,1,62
338470,Apartment in the heart of Stockholm,1719449,Gustaf,,Östermalms,59.33741566601032,18.088731351869924,Entire home/apt,1180,3,20,2016-07-05,0.25,1,0
343925,Modern central 1 bedroom flat ,1744774,Annika,,Kungsholmens,59.336604174302686,18.029417753222802,Entire home/apt,756,2,34,2015-05-06,0.42,1,0
347192,"CENTRAL, COSY AND SPACIOUS",1759769,T,,Södermalms,59.31656541422357,18.076751814282975,Entire home/apt,982,3,39,2018-08-18,0.80,1,27
357012,Gorgeous sunny apt with sea views,1214515,Calle,,Södermalms,59.31973047145045,18.039992193659376,Entire home/apt,1702,3,16,2018-07-26,0.20,1,111
368952,Small house,746396,Madeleine,,Skarpnäcks,59.24728736781068,18.178085042409357,Entire home/apt,351,1,18,2017-05-03,0.23,1,179
370744,charming spot at famous Södermalm,1355847,Lina,,Södermalms,59.31408840604368,18.05785277770129,Entire home/apt,1999,2,11,2017-08-02,0.36,2,0
380611,Bright room next to the train station and nature!,1322033,Robban & Anna,,Enskede-Årsta-Vantörs,59.25378933954475,18.029634623994834,Private room,270,7,21,2018-06-21,0.26,1,153
385701,"Townhouse in Stockholm, Farsta",1930434,Alex,,Farsta,59.250719487669244,18.096102539761176,Entire home/apt,792,7,7,2017-08-02,0.17,1,0
438129,Bunk bed close by Alvsjo Exhibition,914316,Ea,,Enskede-Årsta-Vantörs,59.263766748577225,18.024491453943217,Private room,351,1,16,2018-09-15,0.20,11,364
442837,Modern single room in Stockholm with Wi-fi,2200827,Jo,,Hägersten-Liljeholmens,59.30914142171611,18.023863835646523,Private room,558,2,85,2018-11-08,1.07,1,269
444252,Studio Apartment,2206725,Christopher,,Norrmalms,59.34151654435556,18.0615593502097,Entire home/apt,648,8,0,,,2,160
448259,One single room conveniently nr3,1361093,Ali,,Rinkeby-Tensta,59.387314302463245,17.923486243510496,Private room,153,120,5,2014-10-13,0.07,2,94
451155,Spacious house in Stockholm,2240860,Malin,,Enskede-Årsta-Vantörs,59.280206353026536,18.053548795877237,Entire home/apt,1198,3,21,2018-08-04,0.28,1,159
453692,Bright Apartment in Stockholm,1868675,Lovisa,,Södermalms,59.31598684631304,18.034584868350716,Entire home/apt,1000,3,22,2018-09-23,0.28,1,76
472015,Lovely big apt in SOFO  balcony ,1578681,Lotta,,Södermalms,59.31330555853523,18.074136252024157,Entire home/apt,1891,5,6,2013-07-30,0.08,1,24
475409,CHARMING 1 Bed Room in City Center (share),2356697,Cor,,Södermalms,59.31440244445066,18.083112626518222,Private room,459,3,44,2017-06-29,0.56,1,323
478105,• ARTISTIC PENTHOUSE NEAR CITY/long & short term •,1756346,Christian,,Hägersten-Liljeholmens,59.30143433088371,17.99247946935021,Entire home/apt,1189,6,30,2018-08-25,0.45,1,334
488427,"Sofo, perfect with kids!",2320343,Elisabeth,,Södermalms,59.31523582122136,18.084563613608704,Entire home/apt,1801,5,29,2018-10-31,0.37,1,11
494569,18min by subway from the Citycenter,2443169,Andrew,,Skarpnäcks,59.268562076096146,18.135310480399532,Entire home/apt,774,3,2,2018-02-28,0.04,1,296
499887,"Stylish apartment in best location, Stockholm City",2467153,Filip,,Kungsholmens,59.333230000102354,18.042996552260888,Entire home/apt,2296,1,28,2018-10-11,0.36,1,89
506801,Design flat in central Stockholm,2089698,Simon,,Norrmalms,59.34033269698334,18.034490160725106,Entire home/apt,2999,4,25,2018-06-16,0.33,1,323
507316,"Central Stockholm, 5th floor 102 m2",2500394,Paul,,Norrmalms,59.34961167011342,18.05714811827204,Entire home/apt,1396,7,3,2014-08-18,0.04,1,0
507990,Cozy studio apartment close to city,2503632,Anna,,Kungsholmens,59.33674523157058,18.026641166013622,Entire home/apt,7996,1,0,,,1,0
510398,Stockholm Duplex w/ Terraces & Views,373584,Ric,,Södermalms,59.30672297419391,18.106900071233444,Private room,891,3,6,2018-10-07,0.11,1,90
514133,Fresh City Apartm - available 24th June and on,2532579,Mira,,Norrmalms,59.33905607134348,18.044977486517826,Entire home/apt,1297,1,5,2018-11-01,0.07,1,292
514210,Room  with Forrest view,2532825,Margareta,,Farsta,59.25690859225033,18.116147009505994,Private room,585,2,44,2018-10-18,0.58,1,56
526170,Family friendly in central location,2586439,Magnus,,Östermalms,59.34616210403408,18.096069408192605,Entire home/apt,1396,4,10,2015-09-21,0.13,1,0
530454,Unique loft apartment,2605165,Jakob,,Enskede-Årsta-Vantörs,59.280980722307596,18.090730843029668,Entire home/apt,945,3,8,2018-01-02,0.51,1,0
536283,Studio apartment right in the city,2624970,Paolo,,Södermalms,59.3121076544681,18.07801177619159,Entire home/apt,1252,3,84,2018-09-29,1.11,1,364
536691,Charming flat in Södermalm,2636194,Cecilia,,Södermalms,59.320796791696665,18.055004871839127,Entire home/apt,1027,4,75,2018-10-09,0.97,1,355
543045,"1 room studioflat, Hornstull, STHLM",2670016,Anton,,Södermalms,59.319290135683374,18.032144709625097,Entire home/apt,1000,4,26,2016-05-15,0.56,1,0
553914,Cozy studio 5 minutes from Central Station,2722006,Sibelle,,Norrmalms,59.33759568009356,18.049081159198515,Entire home/apt,549,2,14,2018-07-16,0.70,1,0
556363,Spacious apartment at top location,2735709,Lennard,,Norrmalms,59.343429469870365,18.037335365188888,Entire home/apt,1117,3,38,2018-11-02,0.89,1,0
560308,Great 2 bedroom apartment Stockholm,2755002,Checkin,,Bromma,59.336792375437504,17.976820458341383,Entire home/apt,1756,2,6,2018-11-05,0.08,4,365
565912,"Romantic house with garden, central",2782963,Patrik,,Hägersten-Liljeholmens,59.3156876379764,18.004679626125156,Entire home/apt,2260,4,17,2018-08-12,0.26,1,0
568193,Bright large studio in Stockholm,2755002,Checkin,,Östermalms,59.34617340655029,18.108888616702885,Entire home/apt,1531,1,4,2018-10-23,0.20,4,27
568341,Junior 1 bedroom Apartment Stockhol,2755002,Checkin,,Kungsholmens,59.33603265374737,18.030047159329584,Entire home/apt,1531,2,3,2017-07-10,0.08,4,364
575371,"Quiet room in a big central flat, private bathroom",2829979,Tomas,,Södermalms,59.31078086998372,18.060564744152032,Private room,792,3,17,2017-09-09,0.59,1,0
581243,Great Room in City Center,2860556,Edwin,,Östermalms,59.34043681976407,18.091541791172197,Private room,486,1,444,2018-08-30,5.74,1,0
583593,Luxury apartment at absolut best location in city,2875970,Daniel,,Östermalms,59.33936536173947,18.08066088726659,Entire home/apt,2521,2,82,2018-09-29,1.08,1,323
593146,"Room, nice area, 7 km-Stockholm C",2928443,Kickan,,Älvsjö,59.28018391455691,17.989235082719986,Entire home/apt,441,2,46,2018-08-15,0.60,1,0
608672,Nice central city flat for 1-2 pers,3016996,Karl J.,,Norrmalms,59.33889683351324,18.056521606172144,Entire home/apt,648,2,318,2018-11-11,4.16,1,276
610034,Beautiful central apt for 2 persons,3024661,Ida,,Södermalms,59.30874592963912,18.066229408925693,Entire home/apt,1000,1,8,2013-08-20,0.10,1,0
620848,Green & Spacious 10 min from centre,870233,Hanna & K,,Älvsjö,59.280340116741485,18.01079454634899,Entire home/apt,630,2,32,2014-06-05,0.43,1,0
624886,Wonderful apt in trendy Hornstull!,3098275,Oskar,,Södermalms,59.31984027102285,18.03630057381491,Entire home/apt,1801,6,31,2018-09-30,0.41,1,70
628555,Bright & cosy home. South of city.,3113390,Anna,,Hägersten-Liljeholmens,59.29191971080584,17.992272730009173,Entire home/apt,450,2,67,2018-10-27,0.88,1,357
642333,Cozy near city apartment,3210035,Evelina,,Östermalms,59.34467931145444,18.109568221383725,Entire home/apt,504,1,1,2016-05-06,0.03,1,0
646635,Bedroom in 1900-century apartment,2243859,Kristina,,Norrmalms,59.349826858874046,18.05781701041226,Private room,648,2,15,2017-09-06,0.35,1,0
647314,Large and beautiful bedroom in central Södermalm.,3237232,Mallika,,Södermalms,59.31713644750411,18.06171567724814,Private room,918,2,232,2018-11-18,3.07,1,241
667113,Wonderful 3-bedrooms in city center,3223957,Noor,,Norrmalms,59.3376275545612,18.052949338400822,Entire home/apt,2503,3,87,2018-10-24,1.15,1,74
667547, Luxury3 room apt central Stockholm,2376735,Jonas,,Norrmalms,59.34465248126709,18.04516581526844,Entire home/apt,2800,1,41,2018-11-18,0.85,1,359
674477,"Duplex Apartment, Centre of Stockho",1527146,Max,,Södermalms,59.31434104486785,18.066242411411356,Entire home/apt,2404,3,42,2018-08-17,0.60,3,202
675792,Modern flat Urban development area,3432848,Birgitta,,Södermalms,59.30143242799335,18.103159240892605,Entire home/apt,1000,6,0,,,1,0
688947,Fresh home with peace and silence.,3503054,Alexandre,,Skarpnäcks,59.26903368163943,18.129070565914592,Private room,504,2,102,2018-08-29,1.38,2,365
696589,Lovely Spacious 1BR Vasastan w WIFI,3567044,Louise,,Norrmalms,59.349186287204176,18.047590946733727,Entire home/apt,720,3,0,,,1,0
700113,Studio in the center of Stockholm,1001073,Ilona Margareta,,Norrmalms,59.34715112885215,18.05517498411706,Entire home/apt,792,2,219,2018-11-07,3.01,1,274
708979,Cosy apt close to nature and city,1842108,Samuel,,Skarpnäcks,59.29202442900294,18.11267021161558,Entire home/apt,684,6,7,2018-07-29,0.10,1,0
723539,"Lovely Apt-central, calm, nice area",2586493,Mathias,,Östermalms,59.33714074448333,18.078396964318493,Entire home/apt,900,30,108,2018-09-24,1.47,1,92
724106,Cosy apt in idylic Stockholm area!,3743262,Caroline,,Hägersten-Liljeholmens,59.31444445311162,18.00019352132016,Private room,261,7,38,2018-09-18,0.52,1,362
739726,Stockholm City- Centrally Located,2400487,Sanna,,Södermalms,59.31441733480043,18.07951207814685,Entire home/apt,864,2,76,2018-10-21,1.04,1,0
755843,Nice apartment in the city center,3978910,Pär,,Kungsholmens,59.32864694052122,18.03499899196365,Entire home/apt,1288,2,82,2018-11-19,2.27,1,295
757320,NICE ROOM ON CENTRAL SÖDERMALM,3987989,Barb,,Södermalms,59.31763347961957,18.06009051427726,Private room,648,3,168,2018-10-14,2.46,1,316
763407,Cozy flat in central Stockholm,3549257,Gabriella,,Norrmalms,59.34416785648729,18.05146327288402,Entire home/apt,945,3,89,2018-09-16,1.30,1,15
765080,Nice apartment in Stockholm centre,4033217,Susana,,Södermalms,59.313104716243444,18.06379868846597,Entire home/apt,504,14,0,,,2,50
770995,Fin lägenhet på nedre Kungsholmen.,4067436,Peter,,Kungsholmens,59.33063845517038,18.045758324860763,Entire home/apt,3449,4,11,2018-10-08,0.38,1,363
771060,Peaceful charm on Kungsholmen ,174724,Josephine,,Kungsholmens,59.33299379744717,18.03569022005354,Entire home/apt,1198,2,15,2018-09-05,0.21,1,323
776012,Old town flat with a fantastic view,4093218,Majken,,Södermalms,59.324119437052886,18.07089600374154,Entire home/apt,873,1,38,2018-08-26,0.54,1,0
776155,Unique exclusive quiet penthouse/loft,3963441,Ann-Sofie,,Norrmalms,59.34312623304362,18.05264078592287,Entire home/apt,1801,5,22,2018-10-09,0.32,1,139
781586,2BHK in fantastic Sthlm.,4122575,Nic & Usha,,Södermalms,59.31934929900416,18.069718464759298,Entire home/apt,1936,5,3,2017-03-20,0.05,3,33
785218,Unique 3 floor Town House,4139711,Fredrik,,Kungsholmens,59.32115259599712,17.994981061718224,Entire home/apt,1792,5,9,2018-08-15,0.14,1,45
791812,Beautiful room for vacation rental.,1631563,John,,Östermalms,59.344848519646916,18.108791742745133,Private room,477,1,0,,,1,0
795354,"Exclusive apartment, best location",3972727,Gustav,,Norrmalms,59.33988802063277,18.061284351931686,Entire home/apt,1261,1,41,2018-11-03,0.65,1,362
811660,Old world charm on über-hip Söder,4268130,Peter,,Södermalms,59.31860075487248,18.058377210893745,Entire home/apt,702,2,69,2017-09-12,0.97,1,0
819676,"Lux penthouse stay: shopping, nightlife & old town",4304976,Andy & Vannie,,Södermalms,59.31736180429296,18.070982121900972,Private room,621,2,205,2018-10-01,6.83,1,0
819749,Lovely stay in Stockholm Sodermalm,4182269,Carl-Johan,,Södermalms,59.30977342947436,18.084957764449296,Entire home/apt,801,1,1,2016-06-24,0.03,1,0
838442,19th century apartm in city centre,4380521,Joakim,,Norrmalms,59.334960515940686,18.056246910691907,Entire home/apt,1864,1,24,2018-11-18,0.73,4,322
840600,Nice room in central Stockholm,4390012,Marita,,Kungsholmens,59.33700467843478,18.028974382857967,Private room,648,1,55,2018-10-16,0.83,1,169
845058,Amazing Apartment in City centre!,4364641,Rebecca,,Östermalms,59.34019605589497,18.07058534989175,Entire home/apt,1198,3,18,2018-04-09,0.45,1,0
845365,"Room near forest park, 300 meter from the subway!",4174933,Michael Allan,,Skärholmens,59.295582448378305,17.928137142359585,Private room,198,1,30,2018-07-09,0.57,2,91
854975,Best apartment Odenplan,600840,Sergej,,Norrmalms,59.34434664039822,18.044787546004063,Entire home/apt,1126,3,22,2014-12-13,0.31,1,0
857747,Light and trendy in heart of SoFo,4487014,Therese,,Södermalms,59.311555315054136,18.081454064584086,Entire home/apt,1900,5,21,2018-08-10,0.33,1,131
858902,Single room-city centre of Sthlm G,4495747,Lotta,,Östermalms,59.33817750656254,18.084578490078897,Private room,612,5,32,2018-09-06,0.47,2,75
862528,Villa in quiet green neighborhood close to city,4521402,Arne,,Hägersten-Liljeholmens,59.29733060254379,17.956777528079982,Entire home/apt,1135,5,12,2017-07-10,0.18,1,56
862868,Central studio apartment top floor,4523620,Pernilla,,Kungsholmens,59.33040648746861,18.04488275770657,Entire home/apt,900,30,4,2016-03-01,0.08,1,105
866768,Cozy Apartment Near Södermalm/Globe,4554927,Sally,,Enskede-Årsta-Vantörs,59.29650270765207,18.06736066946171,Entire home/apt,486,7,11,2018-07-23,0.41,1,0
871262,Single room-city centre of Sthlm Y,4495747,Lotta,,Östermalms,59.3369617782158,18.08423227336191,Private room,522,6,34,2018-10-31,0.52,2,161
873383,Nice room close to Stockholm Fair & Center,4609654,Isabelle,,Enskede-Årsta-Vantörs,59.26668818037826,18.015723537932033,Shared room,549,2,57,2018-10-31,0.84,2,11
875474,Cosy apartment in hipster district,4622176,Zarah,,Farsta,59.25291689245601,18.0938150677789,Entire home/apt,702,1,12,2018-07-29,0.33,2,0
875505,Super centric attic at Stureplan,3976818,Freja,,Norrmalms,59.33171241585546,18.07350068825427,Entire home/apt,1126,3,40,2018-09-29,0.60,1,59
897584,"Charming, rural apt near Södermalm",1552575,Viveka,,Hägersten-Liljeholmens,59.29989802904862,17.988198932836227,Entire home/apt,549,4,41,2018-08-05,0.58,1,0
897730,Stockholm 2 bedrooms 52 sqm,4789660,Garp,,Södermalms,59.31875254609077,18.043336039838014,Entire home/apt,1450,1,13,2018-07-26,0.46,1,0
900043,Charming 1room apartment Södermalm,4805352,Christin,,Södermalms,59.317519975736936,18.03340132798926,Entire home/apt,648,3,50,2018-04-30,1.31,1,0
903577,Rum nära Globen uthyres,4830362,Jeanette,,Enskede-Årsta-Vantörs,59.2874648418416,18.09515856629694,Private room,423,1,4,2018-09-03,0.13,1,64
904739,Studio in city center,713422,Menaf,,Södermalms,59.31840631953535,18.027133080431888,Entire home/apt,648,3,43,2018-08-17,0.67,1,111
907569,"5 rooms in Vasastan, Stockholm.",4861375,Patrik,,Norrmalms,59.348616637977976,18.04882152846398,Entire home/apt,3602,3,29,2018-05-27,0.44,1,355
916806,Unique place with panoramic view!!,4922434,Julia,,Skärholmens,59.280278523919094,17.896508081787108,Entire home/apt,594,2,218,2018-11-01,3.16,3,275
920582,19th century apt w/patio Stockholm,1811365,Suzanne And Ollie,,Kungsholmens,59.33082922120055,18.0350645813459,Entire home/apt,1549,1,8,2018-08-26,0.12,1,293
940882,"72 sqm apartment in Vasastan, Central Stockholm",5084979,Alex,,Norrmalms,59.34252154814695,18.038236724958363,Entire home/apt,964,1,1,2017-08-16,0.06,1,0
944853,Cozy 2 room apt in trendy Södermalm,4909467,Henrik,,Södermalms,59.31600221302186,18.076412383078644,Entire home/apt,1072,4,6,2017-07-24,0.09,1,38
954832,Central city studio in Stockholm,4059782,Mikael,,Kungsholmens,59.335355443363284,18.030688412476163,Entire home/apt,900,2,152,2018-11-10,2.24,1,280
974175,Turn of the century - Vasastan,67255,Sofie & Jesper,,Norrmalms,59.34557421845429,18.04398930967972,Entire home/apt,1846,1,107,2018-10-28,1.64,1,41
975317,Family-friendly 3BR in hip district,2651620,Tom & Paulina,,Södermalms,59.316800622619745,18.04717196245952,Entire home/apt,1297,6,5,2017-05-27,0.12,1,0
975364,Central & Trendy Big Room + Balcony,5103905,Max,,Södermalms,59.31747393300769,18.054467719268157,Private room,1504,3,5,2018-08-30,0.08,1,322
985944,Large apt for Christmas & New Year!,2123134,Anna,,Södermalms,59.317443008413456,18.04734304577676,Entire home/apt,1792,6,9,2015-12-26,0.13,1,0
987465,"3 room apt in Södermalm, Stockholm",5418212,Marie,,Södermalms,59.31563201874063,18.04875596670455,Entire home/apt,846,2,0,,,1,0
1000374,Charming with lake view in the city,5499740,Annika,,Norrmalms,59.34240627143149,18.02656041810754,Entire home/apt,1495,10,8,2015-08-11,0.12,1,365
1002058,Chic for kids/ Stockholm/SOFO (1.5 room),5510902,Malin,,Södermalms,59.310766071965254,18.072440878272126,Private room,1180,5,2,2014-06-01,0.03,2,160
1018033,Spacious and unique top floor apartment,5602984,Staffan,,Kungsholmens,59.333727400500585,18.028010762734315,Entire home/apt,1702,2,19,2018-09-18,0.28,1,359
1035775,Clean apartment near city central,3989826,Magnus,,Kungsholmens,59.329795810971774,18.00566280759412,Entire home/apt,819,3,42,2018-11-18,0.63,1,360
1037592,"Newly renovated cozy flat, Vasastan",5712012,Markus,,Norrmalms,59.34694078957978,18.040722782713203,Entire home/apt,945,3,8,2015-08-21,0.19,1,351
1041103,Aspudden Close to the city.,5731936,Karoline,,Hägersten-Liljeholmens,59.31300900380853,18.008280017264674,Private room,396,3,33,2018-11-11,0.49,1,66
1048260,Charming & bohemic 1 bedroom flat,5770735,Annika,,Skarpnäcks,59.298076870804046,18.090490949109572,Entire home/apt,648,3,53,2018-10-13,0.79,1,330
1048668,Lovely apartment with amazing view!,5457817,Melissa,,Hägersten-Liljeholmens,59.303144665373864,17.998153101857746,Entire home/apt,945,2,33,2018-08-31,0.48,1,365
1054406,Spacious safe scenic near Stockholm,5806608,Thomas,,Älvsjö,59.27466197315577,17.958753473775204,Entire home/apt,693,3,70,2018-11-12,1.52,1,308
1060165,Central location with BBQ and patio,2876695,Viktor,,Östermalms,59.33578085669611,18.073540219489978,Entire home/apt,1387,2,178,2018-10-18,2.78,1,48
1068054,Cozy & kidssafe SOFO/Stockholm,5510902,Malin,,Södermalms,59.30945927262188,18.070739450285977,Private room,1486,5,5,2018-08-25,0.46,2,241
1072335,"Room 4 rent, high Qal to non smoker",5872855,Julia,,Hässelby-Vällingby,59.3616692653705,17.86578215829515,Private room,324,3,26,2018-07-29,0.39,2,345
1096827,Charming flat in the Garden-suburb,6027093,Anita,,Enskede-Årsta-Vantörs,59.285135958119085,18.08639467255668,Entire home/apt,801,4,35,2018-10-13,0.52,1,98
1105896,Tropical Brazilian Flat in Sweden,6071498,Najila,,Skarpnäcks,59.27025330860723,18.14531003896813,Entire home/apt,549,1,0,,,1,0
1115790,Top floor flat in trendy Hornstull,6123933,Fatima,,Södermalms,59.31823108583298,18.032885849068293,Entire home/apt,783,4,5,2018-08-26,0.34,1,0
1116866,Best location Sodermalm Stockholm,6129682,Mo,,Södermalms,59.31083565848525,18.072050930022485,Entire home/apt,1846,2,81,2017-06-30,1.22,1,364
1117037,Nice big room,6130990,Polina,,Enskede-Årsta-Vantörs,59.26262202997804,18.038560627739074,Private room,351,1,21,2018-08-21,0.32,2,236
1119738,NIce house in green area,6144002,Anna,,Hägersten-Liljeholmens,59.29464976588098,17.952743774989674,Private room,603,1,16,2018-10-04,0.24,1,358
1121469,CozyBagarmossen - close to nature and the city,6153136,Sara,,Skarpnäcks,59.28134346366501,18.126622726513254,Entire home/apt,801,2,2,2017-01-27,0.09,1,0
1123280,Välplanerad lägenhet,6161370,Patrick,,Kungsholmens,59.331361984313354,18.034462483797117,Entire home/apt,747,2,7,2015-11-15,0.14,1,83
1124388,Cosy apartment in central Stockholm,3442665,Carl,,Kungsholmens,59.32246418790417,18.005105011820817,Entire home/apt,648,3,201,2018-11-04,2.98,1,244
1126893,2 room apmt central Sthlm,6182136,Linus,,Kungsholmens,59.32909393063265,18.0362630830601,Entire home/apt,1198,3,31,2018-09-28,0.47,1,112
1128990,Bedroom in big apartement in SoFo,2483512,Anette Yvonne,,Södermalms,59.31493528446283,18.086348329045848,Private room,495,2,57,2018-11-20,0.87,1,307
1132208,"Bright and comfy apt, Hornstull",6210927,Emma,,Södermalms,59.318561681165114,18.037510617084404,Entire home/apt,1000,6,9,2017-07-10,0.14,1,0
1137050,Two rooms with balcony in Sofo,6236888,Gabriel,,Södermalms,59.31091637191639,18.081443391844047,Entire home/apt,945,180,32,2018-01-28,0.48,1,49
1139359,Big & modern with unbeatable location in SoFo/City,6249330,Maria,,Södermalms,59.31344075771925,18.07705327484695,Entire home/apt,1765,4,5,2018-04-04,0.30,1,26
1144069,"Bright apartment, popular Södermalm",5351931,Jon,,Södermalms,59.31765645176213,18.053370261645153,Entire home/apt,918,4,25,2017-12-23,0.37,1,33
1149820,Bright Mini studio in Hornstull,6302830,Klara,,Södermalms,59.31923833854191,18.028342147705935,Entire home/apt,603,4,67,2018-08-14,1.00,1,172
1151217,"Cosy rooftop apartment, Södermalm",6044097,Anna,,Södermalms,59.30952443183309,18.077553308799715,Entire home/apt,1702,6,9,2017-12-31,0.14,1,9
1153177,Lovely Apartment Central Stockholm,6319741,Terry,,Östermalms,59.34545541183439,18.084041524272354,Entire home/apt,2701,3,113,2018-10-25,1.71,1,334
1156082,Close to town & nature reserve,6335080,Heidi,,Skarpnäcks,59.280560989471795,18.128435552431416,Private room,378,2,117,2018-11-11,1.77,1,331
1156474,New flat by marina close to city,5534531,Jenny,,Södermalms,59.31067003942237,18.10339851241383,Entire home/apt,1396,7,10,2018-01-13,0.15,1,0
1158791,Centralt läge på Kungsholmen 4tr,6343473,Alex,,Kungsholmens,59.336684619676916,18.035874680794553,Entire home/apt,1396,5,15,2018-09-24,0.23,1,2
1158893,Quiet Oasis Near Central Stockholm,2043953,Dany,,Hägersten-Liljeholmens,59.29253794321765,17.950619897692977,Entire home/apt,2692,3,62,2018-11-04,1.11,1,223
1166419,Central apartement in Stockholm!,6387456,Margit,,Norrmalms,59.34832722434909,18.05969375490279,Entire home/apt,945,3,12,2018-09-01,0.19,1,74
1169024,Ett rum på östermalm.,6401624,Louise,,Östermalms,59.33674787501079,18.101149045591796,Private room,450,2,11,2018-11-17,0.17,1,227
1170027,amazing apartment with big balcony!,2701626,Diana,,Enskede-Årsta-Vantörs,59.26397411555559,18.034355119798683,Entire home/apt,945,5,25,2017-02-18,0.38,1,0
1170669,House with garden close to city,6409405,Jennie,,Enskede-Årsta-Vantörs,59.28376985395939,18.048594427765984,Entire home/apt,1801,3,2,2018-06-22,0.03,1,113
1170766,A Studio at Mariaberget,6409820,Annika,,Södermalms,59.320940769288,18.056743801720454,Private room,747,3,121,2018-11-07,1.82,1,263
1170802,Room in flat close to the City,5809604,Petra,,Skarpnäcks,59.287988794738105,18.103209967695072,Private room,351,3,0,,,1,0
1173290,Great attic quiet apt in SthlmCity,6422311,Christian,,Norrmalms,59.342369350114694,18.030026927903865,Entire home/apt,1414,28,23,2015-08-10,0.35,2,363
