id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9274894,Stor mysig etta i Sofo uthyres,30339703,Nicole,,Södermalms,59.31510586242569,18.08466179295949,Entire home/apt,945,2,0,,,1,0
9289154,Spacious three-room apartment,48230957,Ronja,,Skarpnäcks,59.279173290337546,18.13815860842068,Entire home/apt,603,2,1,2015-11-08,0.03,1,0
9305907,Charming Studio Central Stockholm,17670644,Siamak,,Kungsholmens,59.33414071531209,18.031624763587388,Entire home/apt,801,2,15,2017-10-14,0.42,1,0
9315063,Cosy studio 30 min to City Center,20472736,Yang,,Skärholmens,59.29012384938335,17.917125245978916,Entire home/apt,306,2,0,,,1,0
9325738,"Bohemian appartment, close to green areas",26491019,Anna-Karin,,Skarpnäcks,59.284984405216804,18.110000684052103,Entire home/apt,747,2,13,2018-06-21,0.36,1,133
9329952,Family-friendly & close to city,3401872,Jesper,,Älvsjö,59.28243468497766,18.027735303513467,Entire home/apt,1504,5,2,2018-07-20,0.12,1,15
9336843,"Stor, rymlig och välvårdad lägenhet",48459468,Eugenio,,Hägersten-Liljeholmens,59.3053105030924,17.963519564122443,Entire home/apt,1549,1,0,,,1,0
9340112,"City center, fantastic view",48475946,Cecilia,,Kungsholmens,59.32944240776178,18.046741879411304,Entire home/apt,1297,3,11,2017-07-22,0.31,1,0
9363571,"Awesome Flat, Location & Hosts",4244963,Mattias,,Södermalms,59.32365061418979,18.068474033754974,Private room,747,1,4,2015-12-07,0.11,1,0
9364201,Nice appartment in Södermalm,23942857,Julia,,Södermalms,59.31423428547057,18.06141838497254,Private room,1063,4,0,,,1,0
9365552,Heart of Stockholm,48595832,Mariya,,Norrmalms,59.328993662103905,18.063184460276705,Entire home/apt,1639,1,2,2015-12-06,0.06,1,0
9374706,Two rooms in a big flat near town,31717785,Giovanna,,Skarpnäcks,59.288259928334206,18.111806523523143,Private room,801,1,6,2018-10-15,0.17,3,333
9380854,One big room in a big nice flat,31717785,Giovanna,,Skarpnäcks,59.286738900731336,18.111291373794508,Private room,441,1,39,2018-09-30,1.07,3,336
9386921,Downtown Victorian Small Room,36840756,Michael & Rebecca,,Norrmalms,59.3385908615245,18.04825146282358,Private room,603,1,104,2017-10-31,2.83,2,44
9387886,Nice apartment in trendy Hornstull,48698951,Sabinor,,Södermalms,59.31899795371548,18.034942193375876,Entire home/apt,1000,2,3,2016-09-14,0.09,1,0
9389253,Well-planned City apartment (Södermalm-SoFo),48704347,Johannes,,Södermalms,59.309824374900046,18.088271386255173,Entire home/apt,603,3,17,2018-10-18,0.56,1,0
9389521,Top Location & Sunny Balcony,14977403,Amy,,Södermalms,59.312234291130046,18.06936686822427,Entire home/apt,891,5,28,2018-08-06,0.84,1,0
9398759,Beautiful townhouse,4608334,Karin,,Farsta,59.25266728278413,18.070962603518517,Entire home/apt,945,3,3,2016-08-13,0.10,1,0
9400718,Beautiful apartment Södermalm,47005383,Ann,,Södermalms,59.30865554812227,18.072212915779993,Entire home/apt,720,1,50,2018-08-12,1.37,1,8
9402519,"Cozy, Central, Studio Apartment",22318788,Jose,,Södermalms,59.32311541607899,18.073690036446205,Entire home/apt,801,1,242,2018-11-08,6.59,1,305
9405796,Unique & Cozy Studio Södermalm,1572914,Moa,,Södermalms,59.31875369021997,18.036976609393513,Entire home/apt,702,4,2,2016-01-01,0.06,1,0
9414156,Beautiful 2-room city apartment of 60 sqm,48810564,Oscar,,Östermalms,59.340406734570855,18.08618849568816,Entire home/apt,1054,2,15,2018-07-04,0.94,1,354
9415301,"Christmas shopping, exclusive centr",28088154,Fredrik,,Östermalms,59.33951138773328,18.078936834586123,Entire home/apt,2882,3,0,,,5,361
9424609,Coasy 1.5 bedroom apartment,11892767,Martin,,Kungsholmens,59.333060968357394,18.016776066824878,Entire home/apt,1000,1,0,,,1,0
9426483,"Fresh, Large&10 mins from Södermalm",48857105,Cynthia,,Hägersten-Liljeholmens,59.294629146988406,17.967740909240526,Entire home/apt,747,6,0,,,1,0
9426881,Comfy flat in trendy Vasastan,42585278,Malwina,,Norrmalms,59.3453321752333,18.054896435859625,Entire home/apt,495,3,1,2015-12-16,0.03,1,0
9429532,Modern 2 room apt on green island in the city,48878650,Erik,,Kungsholmens,59.31977944868936,17.988750030509284,Entire home/apt,900,2,5,2018-09-20,1.02,1,0
9429711,Beautiful Apartment & Great Area,16707169,Simon,,Södermalms,59.31827615453388,18.058063679695795,Entire home/apt,1504,2,12,2018-03-25,0.42,1,28
9438242,"Södermalm, near beautiful Mariatorg",47109686,Thomas,,Södermalms,59.317828400528576,18.05883038567871,Entire home/apt,873,5,0,,,1,0
9439357,"",17909654,Roozbeh,,Kungsholmens,59.33275153514511,18.041446010053598,Entire home/apt,648,14,0,,,1,0
9457431,Cool studio apartment,49009037,Jules,,Södermalms,59.31691063867224,18.0289615186313,Entire home/apt,900,5,0,,,1,0
9462009,Student's house,48971323,Наталья,,Enskede-Årsta-Vantörs,59.266454102478114,18.048537715535875,Shared room,900,1,1,2015-11-18,0.03,1,0
9467773,"",49066531,Rikard,,Norrmalms,59.348431289585555,18.058355585470665,Entire home/apt,675,1,0,,,1,0
9468513,Fresh apartement close to subway,49070949,Britt,,Hägersten-Liljeholmens,59.30601145612768,18.00124611397932,Entire home/apt,1504,3,54,2017-09-02,1.49,1,88
9470012,Södermalm - SoFo,9810501,Ivana,,Södermalms,59.30971606966396,18.083512837859843,Entire home/apt,1351,5,1,2015-12-03,0.03,1,15
9471514,Mysig trea på Danviksklippan!,803748,Samuel,,Södermalms,59.311994941051026,18.105466727117804,Entire home/apt,855,3,0,,,1,0
9472460,Nice apartment in Östermalm,14845452,Jose,,Östermalms,59.34495932114451,18.0987584893762,Entire home/apt,459,1,1,2015-12-06,0.03,1,0
9475632,"Penthouse in Sodermalm, Stockholm",49111636,Nicola,,Södermalms,59.309735071765914,18.084404112215793,Entire home/apt,2999,5,0,,,1,0
9484220,x,49157959,Linda,,Södermalms,59.30916994038166,18.070782717906017,Entire home/apt,396,1,0,,,1,0
9491954,Charming apartment in the center,5917786,Mikaela,,Norrmalms,59.345844272068305,18.04636386018574,Entire home/apt,504,1,0,,,1,0
9492119,City Flat in Södermalm,49197912,Dena,,Södermalms,59.315482775635516,18.03557066112986,Entire home/apt,846,2,3,2016-08-18,0.10,2,0
9497950,Cozy apartment with balcony in the heart of Sthlm,6158538,Nora,,Kungsholmens,59.333539438527666,18.037168759842086,Entire home/apt,1000,2,6,2017-03-23,0.25,2,0
9500254,3 room flat in Kungsholmen,15639561,Erika,,Kungsholmens,59.329836936421295,17.997805313857363,Entire home/apt,900,2,0,,,1,0
9506344,Cozy studio apartment,49262299,Yoan,,Norrmalms,59.33835180700605,18.04858101329655,Entire home/apt,405,1,1,2016-01-25,0.03,1,0
9521498,Amazing two-level apartment!,49328587,Talia,,Hägersten-Liljeholmens,59.296591112178994,18.001532302321888,Entire home/apt,2575,2,62,2018-11-04,2.54,1,143
9525693,Huge in  central of Stockholm,49349264,Jesper,,Kungsholmens,59.329623981204506,18.046981568002263,Entire home/apt,1603,3,25,2018-10-06,0.89,1,8
9527477,Beautiful heirloom apartment,21739281,Caroline,,Södermalms,59.318359402571296,18.063245354187387,Entire home/apt,1297,3,26,2018-09-03,0.78,1,0
9528345,"Tidy, bright place in trendy area",49360164,Anja,,Södermalms,59.31543814132678,18.039080504705254,Entire home/apt,1198,5,0,,,1,0
9535563,Spacious flat in Stockholm!,49393802,Johanna,,Skarpnäcks,59.27565624840147,18.130214712573153,Entire home/apt,450,3,3,2017-06-11,0.08,1,335
9540714,Lovely apartment with own garden,26137721,Second Home Apartments,,Bromma,59.32037120819874,17.97109810458242,Entire home/apt,900,30,1,2016-04-24,0.03,3,165
9567277,"New apartment, industrial design",49531657,Mårten,,Kungsholmens,59.33657899057676,18.03246847389873,Entire home/apt,1549,1,5,2016-10-13,0.17,1,0
9569275,Large 2room-full kitchen-balcony-central Sthlm,21901715,Patrik,,Östermalms,59.33885837738418,18.096431775738488,Entire home/apt,1900,4,19,2018-09-17,1.13,1,90
9569276,2-room flat close to Hornstull,18937756,Johanna,,Södermalms,59.31806790662809,18.042539002116758,Entire home/apt,702,1,0,,,1,0
9570560,Cozy Sofo apartment,1605540,Tova,,Södermalms,59.31198273035309,18.08146878588429,Entire home/apt,1000,7,2,2018-08-02,0.42,2,244
9571682,"Central Stockholm, exclusive location, kitchen",49551764,Mathias,,Kungsholmens,59.33143090279744,18.035939857023948,Entire home/apt,603,2,23,2018-05-14,0.79,1,9
9573103,En tvåa på tredje våning,25246608,Arja,,Kungsholmens,59.33082339289934,18.04008698235917,Entire home/apt,1000,14,0,,,1,0
9581138,Well located And equipped apartment,11381226,Maria,,Enskede-Årsta-Vantörs,59.29855869570848,18.055355591618653,Entire home/apt,945,2,3,2016-06-06,0.09,1,79
9583149,Soligt vindsrum,3945180,Carin,,Bromma,59.325420819736834,17.946107721731487,Private room,351,1,25,2017-12-20,0.72,4,221
9583194,"Light 2 room apt, Södermalm",44515303,Terese,,Södermalms,59.315617476581416,18.083606690945377,Entire home/apt,1396,3,13,2018-08-27,0.37,1,283
9586071,Unikt och charmigt 50 tals radhus,13572558,Fredric,,Skarpnäcks,59.275998298105385,18.123071100168755,Entire home/apt,1603,6,0,,,1,0
9589843,Stylish 3:a in trendy Hornstull,28702493,Joel,,Södermalms,59.31713150611886,18.038317449227918,Entire home/apt,1801,3,27,2018-07-19,0.77,1,0
9590060,Beautiful 2 room apt in trendy area,19735497,Mattias,,Södermalms,59.31662227015361,18.032229578457947,Entire home/apt,973,2,29,2018-10-01,0.95,1,18
9590343,Top floor close to city centre,46573851,Charlotte,,Norrmalms,59.344414741651576,18.051922489736064,Entire home/apt,1054,6,0,,,1,0
9599055,Arty hideaway at hip Södermalm,5038817,Lina,,Södermalms,59.311885929040116,18.07011986901772,Entire home/apt,1351,2,13,2017-08-29,0.47,1,281
9602219,Nice apartment in Stockholm center,49692706,Sofia,,Kungsholmens,59.32848213826361,18.027442759257873,Entire home/apt,801,7,6,2018-08-06,0.17,1,363
9607660,Spacious & sunny -  by Mariatorget,49714240,Mia,,Södermalms,59.316324757748106,18.05388680630948,Entire home/apt,900,3,13,2018-10-18,0.42,1,0
9611111,Nice room in well-planned apartment,49727779,Nils,,Hägersten-Liljeholmens,59.3099478492195,17.99473333159893,Private room,225,1,28,2018-09-05,2.26,2,183
9621997,Elin,49775660,Elin,,Hägersten-Liljeholmens,59.30978161405351,18.00051611463354,Entire home/apt,648,2,30,2018-10-14,0.89,1,0
9624261,Family friendly house in Ålsten,49784786,Anders,,Bromma,59.32289088384868,17.954260880999552,Entire home/apt,702,1,0,,,1,0
9625096,A room close to town.,49788414,Cecilia,,Skarpnäcks,59.2901012466645,18.11229685310873,Entire home/apt,603,3,42,2018-08-26,1.20,1,362
9631794,You own place in a vey coola area,11959027,Johan,,Södermalms,59.31802872780595,18.02675756591694,Entire home/apt,702,1,0,,,1,0
9643012,Central beautiful apt. on Östermalm,49862664,Elinor,,Östermalms,59.33638363772425,18.081763328271773,Entire home/apt,1000,2,37,2018-09-30,1.17,1,28
9649252,Beautiful apartment in Vasastan/Norrmalm,37047569,Jakob Ludvig,,Norrmalms,59.34631589425426,18.05887438666496,Entire home/apt,702,4,1,2018-07-16,0.23,1,0
9655435,"Spacious 2-bed apartment, sleeps 5",15840388,Rickard,,Hägersten-Liljeholmens,59.29824129122255,17.979181736498475,Entire home/apt,702,2,0,,,1,0
9657089,"Södermalm, Hornstull",49918867,Hr,,Södermalms,59.31731974799342,18.029189189493763,Entire home/apt,621,14,0,,,1,0
9664825,4 room central apartment Sjöstaden,18144338,David R,,Södermalms,59.30455953328073,18.099006147160583,Entire home/apt,1999,1,0,,,1,0
9665691,Mysigt rum i 3a vid Fridhemsplan,13446923,Sara,,Kungsholmens,59.33270889863468,18.026137690320205,Private room,747,2,13,2018-08-22,0.42,2,77
9665887,Open flat with lake view and outdoor deck,11576569,Tyra,,Kungsholmens,59.3358036979697,17.997348334559103,Entire home/apt,1603,4,3,2016-08-09,0.10,1,0
9667778,Central cozy studio apartment,49960441,Carl Edwin,,Östermalms,59.3420335191927,18.090897186002888,Entire home/apt,702,6,34,2018-11-20,1.09,1,229
9672377,Probabaly the best apartment in Stockholm,49902537,Yun,,Bromma,59.35999364050391,17.959445696122142,Entire home/apt,891,1,4,2016-06-11,0.13,1,0
9677443,Close to both city life and nature,26659183,Marléne,,Kungsholmens,59.32848285011912,18.004350684555217,Entire home/apt,1000,2,3,2016-05-16,0.09,1,0
9690889,"",50051757,David,,Hässelby-Vällingby,59.36362516322402,17.834285939011902,Entire home/apt,324,1,0,,,1,0
9701808,Spacious & family friendly,18072325,Elin,,Enskede-Årsta-Vantörs,59.302903045676175,18.039068095268146,Entire home/apt,729,3,9,2018-08-01,0.26,1,0
9702176,Perfectly located villa near beach,25794487,Sören,,Bromma,59.31839611671328,17.962012233210007,Entire home/apt,1567,3,10,2018-08-07,0.35,1,39
9702760,Cozy beautiful and bright apartment,19570888,Mikaela,,Hägersten-Liljeholmens,59.306428665771136,17.99609146002483,Entire home/apt,1099,3,41,2018-09-08,1.16,1,280
9707305,"",49278182,Emil,,Hägersten-Liljeholmens,59.30043689538937,18.009617690346687,Entire home/apt,720,5,2,2016-07-28,0.06,1,0
9711193,City center with old charm,11171323,Mattias,,Norrmalms,59.345442366993254,18.058626673739642,Entire home/apt,2503,1,1,2016-01-02,0.03,1,0
9713308,Fresh and modern apartment,3399522,Rafael,,Enskede-Årsta-Vantörs,59.26332350182417,18.042471884811736,Entire home/apt,1000,3,5,2018-11-12,2.59,1,111
9720079,A cosy and new renovated flat,844461,Anna,,Södermalms,59.30791639037028,18.06924599624808,Entire home/apt,729,4,0,,,1,0
9734851,Nice apartment close to Sthlm city!,50229084,Emmy,,Kungsholmens,59.33831479893414,18.026458580289976,Entire home/apt,666,15,0,,,1,0
9741874,Family Apartment in Stockholm City,50261052,Fjalestad,,Kungsholmens,59.33415515677238,18.032913033205446,Entire home/apt,1702,5,0,,,1,0
9742470,Beautiful apartment in trendy area,6073636,Josephine,,Norrmalms,59.347163405324636,18.056660777360168,Entire home/apt,1288,4,3,2016-10-14,0.11,2,0
9742924,Perfect spot by the water,443561,Fiffi,,Södermalms,59.31859140610667,18.034315159423297,Entire home/apt,1198,1,0,,,1,0
9746301,Modern apartment 10 min to trendy Södermalm,50278903,Carl Otto,,Enskede-Årsta-Vantörs,59.271964455115295,18.054818031023117,Entire home/apt,702,2,13,2018-07-22,0.37,1,61
9755307,Nära till city och grön område,48386183,Oskar,,Bromma,59.33785035555095,17.92866302154413,Entire home/apt,747,2,94,2018-11-12,2.64,1,47
9755554,City apartment,49680649,Anna,,Norrmalms,59.3473102497726,18.040874036911546,Entire home/apt,729,3,34,2018-08-18,1.04,1,317
9760919,Cozy and charming 2 bed apt. (can work for 4 ppl.),6535617,Anna,,Hägersten-Liljeholmens,59.3014589391136,18.012774038076884,Entire home/apt,846,3,7,2018-08-20,0.24,1,82
9772684,sweet house in typical Ängby style,5667086,Fredrik,,Bromma,59.35083937451468,17.907715082318383,Entire home/apt,1099,7,0,,,1,0
9773471,Stylish and central studio in Sthlm,32599454,Linnea,,Norrmalms,59.34469276853267,18.045034624625114,Entire home/apt,945,3,44,2018-10-05,1.23,1,0
9774202,1920s apartment near the city,24770542,Elias,,Enskede-Årsta-Vantörs,59.28423508840806,18.095144725000186,Entire home/apt,1198,3,4,2017-07-29,0.14,1,0
9783720,Radhus i Kista,50433265,Carl-Henrik,,Rinkeby-Tensta,59.397593462909406,17.938807514842118,Entire home/apt,846,1,0,,,1,0
9790887,Lägenhet på kungsholmsstrand 137,50461262,Nebil,,Kungsholmens,59.33623405907966,18.03209015585907,Entire home/apt,801,90,0,,,1,364
9792904,2 room apartment,8464670,Henry,,Södermalms,59.310766493989064,18.082063113792987,Entire home/apt,702,5,18,2017-08-25,0.51,1,0
9794429,Charming flat in Midsommarkransen,3502028,Hakan,,Hägersten-Liljeholmens,59.29879192030237,18.00863965788694,Entire home/apt,927,2,70,2018-09-24,1.94,1,265
9800249,Spacious villa in perfect location,7134512,Frida,,Skarpnäcks,59.286436776836425,18.101710606645753,Entire home/apt,4502,2,0,,,1,0
9809055,Cozy 2 room apt. Close to subway,50036367,Philip,,Enskede-Årsta-Vantörs,59.297105952235064,18.072142282282112,Entire home/apt,891,1,11,2018-02-18,0.32,1,0
9828379,Apartment with patio on Södermalm,49632332,Oskar,,Södermalms,59.31863070496876,18.05567521369534,Entire home/apt,1054,1,14,2018-10-07,0.93,1,28
9834929,Ljus och fin 3a i Stockholm,50649015,Angelica,,Hägersten-Liljeholmens,59.30626175659671,17.96141012899793,Entire home/apt,504,7,0,,,1,0
9840973,Lovely 2 room apartment,12279604,Johan,,Skarpnäcks,59.29184070584948,18.114219973187137,Entire home/apt,504,1,1,2016-05-15,0.03,1,0
9854248,1 bedroom flat in Ostermalm,21017611,Varvara,,Östermalms,59.343826850669544,18.083862783124303,Entire home/apt,801,14,0,,,1,0
9856614,Spacious apartment in city center,44321329,Frida,,Norrmalms,59.33802391450946,18.0499398754843,Entire home/apt,1297,3,1,2016-01-03,0.03,1,0
9859828,Apartment in charming Hägersten,50749518,Sigrid,,Hägersten-Liljeholmens,59.299016894213224,17.984040965237924,Entire home/apt,351,3,0,,,1,0
9860588,Charm and design in trendy SOFO,23823792,Julia,,Södermalms,59.30972865752782,18.086593251514557,Entire home/apt,1297,3,56,2018-10-02,1.59,1,329
9860936,Ljus och trevlig 1a,3342941,Charles,,Kungsholmens,59.335006317688574,17.997911054864584,Entire home/apt,468,7,0,,,1,0
9861492,Beautiful apartment in hip Vasastan,50755076,Selma,,Norrmalms,59.34237367879195,18.042738298766466,Entire home/apt,1999,21,4,2016-08-08,0.12,1,0
9861571,"2 room apt close to city, balcony",50756861,Lina,,Enskede-Årsta-Vantörs,59.29861591738374,18.059884703807104,Entire home/apt,864,1,1,2016-08-27,0.04,1,4
9867206,Clean Apt,40166114,Rick,,Hägersten-Liljeholmens,59.305746498787606,17.984863327652683,Entire home/apt,504,7,1,2017-01-06,0.04,1,0
9869421,3 bedroom apartment on Karlaplan,36684158,Tina,,Östermalms,59.33882277745748,18.091846322630342,Entire home/apt,1621,10,14,2018-09-01,0.47,1,101
9875138,Great location in Stockholm,50815017,Kristina,,Norrmalms,59.33859750239417,18.035714744954237,Entire home/apt,801,5,4,2016-06-19,0.11,1,0
9891132,"Modern apartment in Sofo, Södermalm",42391626,Niklas,,Södermalms,59.30985139391652,18.086473583019544,Entire home/apt,1198,1,0,,,2,0
9899110,Spacious room in the city center with a nice view,14888958,Ive,,Östermalms,59.34911610581131,18.064778898790657,Private room,252,1,0,,,1,0
9900431,Lovely Flat + 2 bikes!,28464986,Carolin,,Hägersten-Liljeholmens,59.3020371775578,18.001147582674566,Entire home/apt,585,3,12,2018-10-01,0.43,1,3
9901857,Sweet apartment in Hornstull,14434096,Sandra,,Södermalms,59.31948827147413,18.03661160687299,Entire home/apt,1198,2,13,2017-08-13,0.43,1,0
9902470,Best Södermalm location in town,24134322,Nicolas Olivier,,Södermalms,59.31896548087416,18.059403254799886,Entire home/apt,846,5,7,2016-06-05,0.20,1,0
9902866,"1-room apartment, 2 mins to subway",34943449,Anna,,Södermalms,59.308796092060206,18.074089840980452,Entire home/apt,477,1,0,,,1,0
9911218,beautiful and comfortable rooms,38733228,Fengtao,,Rinkeby-Tensta,59.404488814745626,17.945710254465936,Shared room,450,1,0,,,1,0
9936238,Beautiful flat in trendy Vasastan,51070480,Karoline,,Norrmalms,59.34737807435822,18.06089951173729,Entire home/apt,810,30,4,2016-01-28,0.11,1,0
9947909,"Nice appartment, best location",35365248,Jonas,,Kungsholmens,59.33322430625373,18.038982788695666,Entire home/apt,801,4,0,,,1,0
9948917,Eurovision Accomodation Stockholm,49110371,Cristina,,Rinkeby-Tensta,59.40042563566203,17.93552883508039,Shared room,351,1,0,,,1,0
9954618,Top location in Stockholm,50384333,Carima,,Östermalms,59.33286832613439,18.085594732003596,Entire home/apt,603,20,41,2018-07-04,1.17,1,17
9969647,"Light, modern, spacious 2 rooms",10835337,Maria,,Skarpnäcks,59.29860612422499,18.093717081443305,Entire home/apt,693,1,0,,,1,0
9969696,Beautiful apt in trendy Vasastan,51230619,Carl,,Norrmalms,59.34546555699092,18.050626408817877,Entire home/apt,927,1,2,2016-01-11,0.06,1,0
9971322,One room apartment with view,769257,Caroline,,Södermalms,59.30954528766065,18.080194945634783,Entire home/apt,675,4,2,2016-01-15,0.06,1,0
9981086,Cozy & trendy 48 sq. m in SoFo,50888030,Ronja,,Södermalms,59.30777833814153,18.084530838495134,Entire home/apt,1153,2,10,2017-08-20,0.33,1,89
9983179,"Cosy, fresh flat. Close to metro!",51296736,Louise,,Enskede-Årsta-Vantörs,59.29752661100803,18.07746159404536,Entire home/apt,801,2,12,2018-03-18,0.34,1,2
9984596,Central flat with large windows,37746830,Mosse,,Norrmalms,59.34117547766783,18.062938865229043,Entire home/apt,900,4,12,2017-08-16,0.35,1,0
9994237,Delightful villa in Mälarhöjden,3089395,Klara,,Hägersten-Liljeholmens,59.297914316004054,17.970858451990352,Entire home/apt,1801,5,8,2018-08-07,0.28,1,159
9994334,Welcome to our  nice flat !,51345551,Elisabeth,,Skarpnäcks,59.29217468619835,18.104961131998873,Entire home/apt,1603,3,47,2018-11-02,1.46,1,248
9994657,Cosy apartment close to Sofo,18567718,Fernando,,Skarpnäcks,59.29275216570991,18.10529412212797,Entire home/apt,639,2,2,2016-02-02,0.06,1,0
10004019,Modern top renovated apartment 10 min to citycentr,51390102,Tom,,Östermalms,59.34176735218922,18.09329552717804,Entire home/apt,1801,3,3,2018-09-05,0.10,1,365
10020546,Perfect location in SOFO!,51453215,Jack,,Södermalms,59.311833699708835,18.07482032777432,Entire home/apt,297,1,3,2016-05-28,0.09,1,0
10024322,Rooftop flat - downtown Stockholm,51470529,Vida,,Norrmalms,59.34198532135872,18.057468385506326,Entire home/apt,1081,14,0,,,1,0
10035193,Clean & cozy mini apt with own kitchen!,7799677,Emelia And Jürgen,,Kungsholmens,59.32549168653077,18.00741021777879,Private room,477,3,11,2018-10-28,0.37,3,0
10035450,Flat close to nature and citycenter,1229916,Åsa,,Skarpnäcks,59.28950585902226,18.113444326391825,Private room,648,3,7,2016-10-31,0.21,1,323
10036076,"Airy, modern & clean apartment in the city center",5810834,Daniel,,Kungsholmens,59.33214954623385,18.044359204815752,Entire home/apt,1297,2,13,2017-10-14,0.45,1,0
10037645,Stunning apartment near Vasaparken,17705599,Joakim,,Norrmalms,59.34180989570874,18.039126535869926,Entire home/apt,1000,5,3,2018-10-15,0.09,1,23
10048295,3 rok 90 kvm på Södermalm i Stockholms city,51574378,Jeanette,,Norrmalms,59.33765992927428,18.03627212312507,Entire home/apt,1846,2,93,2018-11-04,2.64,1,163
10051090,Neat and nice studio in Östermalm,51586152,Rojin,,Östermalms,59.352612555679016,18.061018800883197,Entire home/apt,396,2,3,2016-05-23,0.09,1,0
10065638,Perfect located hipp apartment,36470312,Julia,,Södermalms,59.316943357087816,18.035845674112448,Entire home/apt,630,5,4,2017-07-19,0.11,1,0
10092882,New apt. in center of Stockholm,51790479,Olga,,Södermalms,59.30832970719284,18.082287426514753,Entire home/apt,945,2,240,2018-11-20,6.80,1,198
10095730,Modern Apartment with Balcony,37073873,Klas,,Norrmalms,59.3421775317126,18.04913001356807,Entire home/apt,1027,1,7,2018-09-30,0.22,1,13
10098444,Nyrenoverad lägenhet nära vattnet,51386018,Filip,,Kungsholmens,59.329965738170905,18.003421573804733,Entire home/apt,504,1,0,,,1,0
10100769,Sunny room next to garden,3945180,Carin,,Bromma,59.324819752363474,17.946454756393557,Private room,450,30,9,2018-07-27,0.30,4,233
10102020,Luxurious loft in trendy Södermalm,4517261,Olof,,Södermalms,59.318382127477236,18.072782470473513,Entire home/apt,1504,3,23,2018-10-24,0.65,1,6
10109966,"Flat, southern Stockholm",41293456,Karl,,Hägersten-Liljeholmens,59.314500724654955,18.012896958207183,Entire home/apt,585,4,18,2017-01-02,0.51,1,0
10112325,Nice furnished room,51894806,Tina,,Spånga-Tensta,59.380334561258984,17.912599137508337,Private room,225,1,0,,,1,0
10116120,Light 50 sqm apt in top location,28225299,Astrid,,Norrmalms,59.34021426027373,18.062602052139813,Entire home/apt,1027,1,1,2015-12-25,0.03,1,0
10116764,Charming Penthouse,28109753,Fredrik,,Södermalms,59.31579509548595,18.07624459509089,Entire home/apt,1801,2,32,2018-09-24,1.75,1,37
10126623,Lovely home with a swimming pool!,2626332,Martin,,Hägersten-Liljeholmens,59.293828376809245,17.959268493123183,Entire home/apt,2161,2,19,2018-07-30,0.61,1,144
10127349,Cozy 2 room apartment in great location,7265938,Vibeke,,Hägersten-Liljeholmens,59.29903222944168,17.99920547222663,Entire home/apt,1198,2,3,2018-08-05,0.51,2,0
10128038,luxurious living in the city centre,51976843,Deborah,,Norrmalms,59.338286569782525,18.06471788761391,Entire home/apt,2035,7,3,2018-06-21,0.10,1,363
10136748,Rum centralt. Nära till det mesta.,46789109,Ingrid,,Östermalms,59.336550353217085,18.081468563247082,Private room,378,2,66,2018-11-01,1.88,2,10
10152249,"",52104682,Tina,,Östermalms,59.3416569267251,18.080452572824488,Entire home/apt,801,2,0,,,1,0
10165191,"",52181380,Adnan,,Östermalms,59.35041758711508,18.062645893480685,Private room,297,1,0,,,1,0
10170474,Rum i radhus nära Tele 2  arena,52214537,Ebon,,Enskede-Årsta-Vantörs,59.28307918783375,18.080489341523446,Private room,603,1,0,,,1,0
10172281,Cozy room in a big apartment,7068877,Motasam,,Hägersten-Liljeholmens,59.28989603549314,17.951577564332474,Private room,468,1,0,,,1,0
10172757,One room for 2 persons,15852500,Nabil,,Skärholmens,59.28529522170744,17.904458987711227,Private room,549,3,0,,,1,9
10189799,New modern mini-house with kitchen!,52334197,Peter,,Bromma,59.354326824488446,17.90897485945106,Entire home/apt,1000,1,0,,,1,0
10189994,Cozy studio close to Gullmarsplan and Globen,52332944,Sofia,,Enskede-Årsta-Vantörs,59.29475854129366,18.06212991477449,Entire home/apt,702,3,0,,,1,0
10214520,"Spacious apt. in quiet, green area!",52487416,Birgitta,,Bromma,59.33427859046984,17.9843281873308,Entire home/apt,774,6,3,2017-08-10,0.11,1,0
10222510,Charming Old Town Studio flat - IRMELI,8547277,Tom,,Södermalms,59.32615750581285,18.07305563301825,Entire home/apt,1027,1,190,2018-11-15,5.56,6,322
10230266,"Artist Residence, great location",13074857,Frida,,Kungsholmens,59.32838515718582,18.00659570910362,Entire home/apt,630,7,5,2017-06-27,0.15,1,0
10239081,close to central stockholm,48580980,Yousra,,Bromma,59.3632661142258,17.946920420005178,Private room,549,2,32,2018-11-16,0.92,1,327
10242417,Nordic design apartment perfect for 4 persons,51587391,Tom,,Kungsholmens,59.328150702722475,18.03590446641933,Entire home/apt,1396,4,9,2018-11-16,2.09,1,75
10243810,Excellent apartment in the centre!,52651212,Victor,,Östermalms,59.3451732473564,18.087794072835642,Entire home/apt,846,2,2,2016-05-23,0.06,1,0
10292030,Comfortable room in central of Stockholm,21912940,Parima,,Norrmalms,59.34305518112879,18.045198725426513,Private room,774,1,11,2018-10-08,0.36,1,179
10301657,Charming house 10 min to Sthlm city,53004506,Christine,,Enskede-Årsta-Vantörs,59.2740785307848,18.01751254694217,Entire home/apt,2350,5,1,2016-08-01,0.04,1,0
10302600,Mysig varm hemtrevligt boende,48985607,Yowe,,Hägersten-Liljeholmens,59.30136623032707,18.006024727326785,Entire home/apt,846,1,0,,,1,0
